Наименование;Наименование артикула;Код артикула;Валюта;Цена;Доступен для заказа;Зачеркнутая цена;Закупочная цена;В наличии;Краткое описание;Описание;Наклейка;Статус;Тип товаров;Теги;Облагается налогом;Заголовок;META Keywords;META Description;Ссылка на витрину;Адрес видео на YouTube или Vimeo;Дополнительные параметры;Производитель;Программная платформа;Тип корпуса;Кол-во SIM-карт;Размер экрана;Объем встроенной памяти;Материал;Сенсорный экран;Кол-во мегапикселов камеры;Разрешение камеры;Вес;Цвет;Изображения
Смартфон Apple iPhone 6 64Gb Silver;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6_64gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6/White/img.jpg
Смартфон Apple iPhone 6 64Gb Gold;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6_64gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6/Gold/img.jpg
Смартфон Apple iPhone 6 64Gb ЕСТ Space Gray;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6_64gb_est_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6/Black/img.jpg
Смартфон Apple iPhone 6 64Gb ЕСТ Silver;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6_64gb_est_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6/White/img.jpg
Смартфон Apple iPhone 6 64Gb ЕСТ Gold;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6_64gb_est_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6/Gold/img.jpg
!!!!128Gb;;;;;;;;;;;;1;;;;;;;11291;;;;;;;;;;;;;;;
Смартфон Apple iPhone 6 128Gb Space Gray;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6_128gb_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6/Black/img.jpg
Смартфон Apple iPhone 6 128Gb Silver;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6_128gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6/White/img.jpg
Смартфон Apple iPhone 6 128Gb Gold;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6_128gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6/Gold/img.jpg
Смартфон Apple iPhone 6 128Gb ЕСТ Space Gray;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6_128gb_est_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6/Black/img.jpg
Смартфон Apple iPhone 6 128Gb ЕСТ Silver;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6_128gb_est_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6/White/img.jpg
Смартфон Apple iPhone 6 128Gb ЕСТ Gold;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6_128gb_est_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6/Gold/img.jpg
!!!iPhone 6 Plus;;;;;;;;;;;;1;;;;;;;11292;;;;;;;;;;;;;;;
!!!!16Gb;;;;;;;;;;;;1;;;;;;;11293;;;;;;;;;;;;;;;
Смартфон Apple iPhone 6 Plus 16Gb Space Gray;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6_plus_16gb_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6Plus/Black/img.jpg
Смартфон Apple iPhone 6 Plus 16Gb Silver;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6_plus_16gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6Plus/White/img.jpg
Смартфон Apple iPhone 6 Plus 16Gb Gold;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6_plus_16gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6Plus/Gold/img.jpg
Смартфон Apple iPhone 6 Plus 16Gb ЕСТ Space Gray;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6_plus_16gb_est_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6Plus/Black/img.jpg
Смартфон Apple iPhone 6 Plus 16Gb ЕСТ Silver;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6_plus_16gb_est_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6Plus/White/img.jpg
Смартфон Apple iPhone 6 Plus 16Gb ЕСТ Gold;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6_plus_16gb_est_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6Plus/Gold/img.jpg
!!!!64Gb;;;;;;;;;;;;1;;;;;;;11294;;;;;;;;;;;;;;;
Смартфон Apple iPhone 6 Plus 64Gb Space Gray;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6_plus_64gb_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6Plus/Black/img.jpg
Смартфон Apple iPhone 6 Plus 64Gb Silver;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6_plus_64gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6Plus/White/img.jpg
Смартфон Apple iPhone 6 Plus 64Gb Gold;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6_plus_64gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6Plus/Gold/img.jpg
Смартфон Apple iPhone 6 Plus 64Gb ЕСТ Space Gray;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6_plus_64gb_est_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6Plus/Black/img.jpg
Смартфон Apple iPhone 6 Plus 64Gb ЕСТ Silver;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6_plus_64gb_est_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6Plus/White/img.jpg
Смартфон Apple iPhone 6 Plus 64Gb ЕСТ Gold;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6_plus_64gb_est_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6Plus/Gold/img.jpg
!!!!128Gb;;;;;;;;;;;;1;;;;;;;11295;;;;;;;;;;;;;;;
Смартфон Apple iPhone 6 Plus 128Gb Space Gray;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6_plus_128gb_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6Plus/Black/img.jpg
Смартфон Apple iPhone 6 Plus 128Gb Silver;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6_plus_128gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6Plus/White/img.jpg
Смартфон Apple iPhone 6 Plus 128Gb Gold;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6_plus_128gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6Plus/Gold/img.jpg
Смартфон Apple iPhone 6 Plus 128Gb ЕСТ Space Gray;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6_plus_128gb_est_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6Plus/Black/img.jpg
Смартфон Apple iPhone 6 Plus 128Gb ЕСТ Silver;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6_plus_128gb_est_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6Plus/White/img.jpg
Смартфон Apple iPhone 6 Plus 128Gb ЕСТ Gold;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6_plus_128gb_est_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6Plus/Gold/img.jpg
!!!iPhone 6S;;;;;;;;;;;;1;;;;;;;11296;;;;;;;;;;;;;;;
!!!!16Gb;;;;;;;;;;;;1;;;;;;;11297;;;;;;;;;;;;;;;
Смартфон Apple iPhone 6S 16Gb Space Gray;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6s_16gb_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/Black/img.jpg
Смартфон Apple iPhone 6S 16Gb Silver;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6s_16gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/White/img.jpg
Смартфон Apple iPhone 6S 16Gb Gold;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6s_16gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/Gold/img.jpg
Смартфон Apple iPhone 6S 16Gb Rose Gold;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6s_16gb_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/Pink/img.jpg
Смартфон Apple iPhone 6S 16Gb ЕСТ Space Gray;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6s_16gb_est_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/Black/img.jpg
Смартфон Apple iPhone 6S 16Gb ЕСТ Silver;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6s_16gb_est_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/White/img.jpg
Смартфон Apple iPhone 6S 16Gb ЕСТ Gold;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6s_16gb_est_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/Gold/img.jpg
Смартфон Apple iPhone 6S 16Gb ЕСТ Rose Gold;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6s_16gb_est_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/Pink/img.jpg
!!!!32Gb;;;;;;;;;;;;1;;;;;;;11298;;;;;;;;;;;;;;;
Смартфон Apple iPhone 6S 32Gb Space Gray;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_6s_32gb_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/Black/img.jpg
Смартфон Apple iPhone 6S 32Gb Silver;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_6s_32gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/White/img.jpg
Смартфон Apple iPhone 6S 32Gb Gold;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_6s_32gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/Gold/img.jpg
Смартфон Apple iPhone 6S 32Gb Rose Gold;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_6s_32gb_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/Pink/img.jpg
!!!!64Gb;;;;;;;;;;;;1;;;;;;;11299;;;;;;;;;;;;;;;
Смартфон Apple iPhone 6S 64Gb Space Gray;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6s_64gb_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/Black/img.jpg
Смартфон Apple iPhone 6S 64Gb Silver;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6s_64gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/White/img.jpg
Смартфон Apple iPhone 6S 64Gb Gold;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6s_64gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/Gold/img.jpg
Смартфон Apple iPhone 6S 64Gb Rose Gold;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6s_64gb_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/Pink/img.jpg
Смартфон Apple iPhone 6S 64Gb ЕСТ Space Gray;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6s_64gb_est_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/Black/img.jpg
Смартфон Apple iPhone 6S 64Gb ЕСТ Silver;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6s_64gb_est_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/White/img.jpg
Смартфон Apple iPhone 6S 64Gb ЕСТ Gold;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6s_64gb_est_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/Gold/img.jpg
Смартфон Apple iPhone 6S 64Gb ЕСТ Rose Gold;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6s_64gb_est_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/Pink/img.jpg
!!!!128Gb;;;;;;;;;;;;1;;;;;;;11300;;;;;;;;;;;;;;;
Смартфон Apple iPhone 6S 128Gb Space Gray;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6s_128gb_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/Black/img.jpg
Смартфон Apple iPhone 6S 128Gb Silver;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6s_128gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/White/img.jpg
Смартфон Apple iPhone 6S 128Gb Gold;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6s_128gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/Gold/img.jpg
Смартфон Apple iPhone 6S 128Gb Rose Gold;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6s_128gb_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/Pink/img.jpg
Смартфон Apple iPhone 6S 128Gb ЕСТ Space Gray;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6s_128gb_est_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/Black/img.jpg
Смартфон Apple iPhone 6S 128Gb ЕСТ Silver;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6s_128gb_est_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/White/img.jpg
Смартфон Apple iPhone 6S 128Gb ЕСТ Gold;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6s_128gb_est_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/Gold/img.jpg
Смартфон Apple iPhone 6S 128Gb ЕСТ Rose Gold;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6s_128gb_est_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6S/Pink/img.jpg
!!!iPhone 6S Plus;;;;;;;;;;;;1;;;;;;;11301;;;;;;;;;;;;;;;
!!!!16Gb;;;;;;;;;;;;1;;;;;;;11302;;;;;;;;;;;;;;;
Смартфон Apple iPhone 6S Plus 16Gb Space Gray;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6s_plus_16gb_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/Black/img.jpg
Смартфон Apple iPhone 6S Plus 16Gb Silver;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6s_plus_16gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/White/img.jpg
Смартфон Apple iPhone 6S Plus 16Gb Gold;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6s_plus_16gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/Gold/img.jpg
Смартфон Apple iPhone 6S Plus 16Gb Rose Gold;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6s_plus_16gb_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/Pink/img.jpg
Смартфон Apple iPhone 6S Plus 16Gb ЕСТ Space Gray;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6s_plus_16gb_est_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/Black/img.jpg
Смартфон Apple iPhone 6S Plus 16Gb ЕСТ Silver;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6s_plus_16gb_est_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/White/img.jpg
Смартфон Apple iPhone 6S Plus 16Gb ЕСТ Gold;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6s_plus_16gb_est_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/Gold/img.jpg
Смартфон Apple iPhone 6S Plus 16Gb ЕСТ Rose Gold;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_6s_plus_16gb_est_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/Pink/img.jpg
!!!!32Gb;;;;;;;;;;;;1;;;;;;;11303;;;;;;;;;;;;;;;
Смартфон Apple iPhone 6S Plus 32Gb Space Gray;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_6s_plus_32gb_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/Black/img.jpg
Смартфон Apple iPhone 6S Plus 32Gb Silver;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_6s_plus_32gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/White/img.jpg
Смартфон Apple iPhone 6S Plus 32Gb Gold;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_6s_plus_32gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/Gold/img.jpg
Смартфон Apple iPhone 6S Plus 32Gb Rose Gold;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_6s_plus_32gb_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/Pink/img.jpg
!!!!64Gb;;;;;;;;;;;;1;;;;;;;11304;;;;;;;;;;;;;;;
Смартфон Apple iPhone 6S Plus 64Gb Space Gray;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6s_plus_64gb_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/Black/img.jpg
Смартфон Apple iPhone 6S Plus 64Gb Silver;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6s_plus_64gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/White/img.jpg
Смартфон Apple iPhone 6S Plus 64Gb Gold;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6s_plus_64gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/Gold/img.jpg
Смартфон Apple iPhone 6S Plus 64Gb Rose Gold;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6s_plus_64gb_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/Pink/img.jpg
Смартфон Apple iPhone 6S Plus 64Gb ЕСТ Space Gray;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6s_plus_64gb_est_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/Black/img.jpg
Смартфон Apple iPhone 6S Plus 64Gb ЕСТ Silver;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6s_plus_64gb_est_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/White/img.jpg
Смартфон Apple iPhone 6S Plus 64Gb ЕСТ Gold;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6s_plus_64gb_est_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/Gold/img.jpg
Смартфон Apple iPhone 6S Plus 64Gb ЕСТ Rose Gold;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_6s_plus_64gb_est_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/Pink/img.jpg
!!!!128Gb;;;;;;;;;;;;1;;;;;;;11305;;;;;;;;;;;;;;;
Смартфон Apple iPhone 6S Plus 128Gb Space Gray;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6s_plus_128gb_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/Black/img.jpg
Смартфон Apple iPhone 6S Plus 128Gb Silver;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6s_plus_128gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/White/img.jpg
Смартфон Apple iPhone 6S Plus 128Gb Gold;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6s_plus_128gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/Gold/img.jpg
Смартфон Apple iPhone 6S Plus 128Gb Rose Gold;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6s_plus_128gb_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/Pink/img.jpg
Смартфон Apple iPhone 6S Plus 128Gb ЕСТ Space Gray;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6s_plus_128gb_est_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/Black/img.jpg
Смартфон Apple iPhone 6S Plus 128Gb ЕСТ Silver;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6s_plus_128gb_est_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/White/img.jpg
Смартфон Apple iPhone 6S Plus 128Gb ЕСТ Gold;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6s_plus_128gb_est_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/Gold/img.jpg
Смартфон Apple iPhone 6S Plus 128Gb ЕСТ Rose Gold;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_6s_plus_128gb_est_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/6SPlus/Pink/img.jpg
!!!iPhone SE;;;;;;;;;;;;1;;;;;;;11306;;;;;;;;;;;;;;;
!!!!16Gb;;;;;;;;;;;;1;;;;;;;11307;;;;;;;;;;;;;;;
Смартфон Apple iPhone SE 16Gb Space Gray;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_se_16gb_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/Black/img.jpg
Смартфон Apple iPhone SE 16Gb Silver;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_se_16gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/White/img.jpg
