Наименование;Наименование артикула;Код артикула;Валюта;Цена;Доступен для заказа;Зачеркнутая цена;Закупочная цена;В наличии;Краткое описание;Описание;Наклейка;Статус;Тип товаров;Теги;Облагается налогом;Заголовок;META Keywords;META Description;Ссылка на витрину;Адрес видео на YouTube или Vimeo;Дополнительные параметры;Производитель;Программная платформа;Тип корпуса;Кол-во SIM-карт;Размер экрана;Объем встроенной памяти;Материал;Сенсорный экран;Кол-во мегапикселов камеры;Разрешение камеры;Вес;Цвет;Изображения
Смартфон Huawei Honor 5С Gold;;;RUB;11490;1;0;0;0;;;;1;5С;;;;;;smartfon_huawei_honor_5s_gold;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30025687b.jpg
!!!!8;;;;;;;;;;;;1;;;;;;;7910;;;;;;;;;;;;;;;
!!!!!32;;;;;;;;;;;;1;;;;;;;7911;;;;;;;;;;;;;;;
Смартфон Huawei Honor 8 32 Gb Black;;;RUB;21990;1;0;0;0;;;;1;32;;;;;;smartfon_huawei_honor_8_32_gb_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026635b.jpg
!!!!!32Gb;;;;;;;;;;;;1;;;;;;;8033;;;;;;;;;;;;;;;
Смартфон Huawei Honor 8 32Gb Blue;;;RUB;21990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_huawei_honor_8_32gb_blue;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026145b.jpg
Смартфон Huawei Honor 8 32Gb White;;;RUB;21990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_huawei_honor_8_32gb_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026144b.jpg
!!!!!64Gb;;;;;;;;;;;;1;;;;;;;8083;;;;;;;;;;;;;;;
Смартфон Huawei Honor 8 64Gb Blue;;;RUB;24990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_huawei_honor_8_64gb_blue;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026691b.jpg
Смартфон Huawei Honor 8 64Gb Gold;;;RUB;24990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_huawei_honor_8_64gb_gold;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026146b.jpg
Смартфон Huawei Honor 8 64Gb Pink;;;RUB;24990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_huawei_honor_8_64gb_pink;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30027449b.jpg
!!!NOVA;;;;;;;;;;;;1;;;;;;;7925;;;;;;;;;;;;;;;
Смартфон Huawei NOVA Silver;;;RUB;20990;1;0;0;0;;;;1;NOVA;;;;;;smartfon_huawei_nova_silver;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026880b.jpg
Смартфон Huawei NOVA Grey;;;RUB;20990;1;0;0;0;;;;1;NOVA;;;;;;smartfon_huawei_nova_grey;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026858b.jpg
Смартфон Huawei NOVA Gold;;;RUB;20990;1;0;0;0;;;;1;NOVA;;;;;;smartfon_huawei_nova_gold;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026859b.jpg
!!!P10;;;;;;;;;;;;1;;;;;;;6474;;;;;;;;;;;;;;;
!!!!32Gb;;;;;;;;;;;;1;;;;;;;6475;;;;;;;;;;;;;;;
Смартфон Huawei P10 32Gb LTE Gold;;;RUB;35990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_huawei_p10_32gb_lte_gold;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30028026b.jpg
Смартфон Huawei P10 32Gb LTE Silver;;;RUB;35990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_huawei_p10_32gb_lte_silver;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30028255b.jpg
Смартфон Huawei P10 32Gb LTE Black;;;RUB;35990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_huawei_p10_32gb_lte_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30027783b.jpg
!!!!64Gb;;;;;;;;;;;;1;;;;;;;8184;;;;;;;;;;;;;;;
Смартфон Huawei P10 64Gb LTE Blue;;;RUB;39990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_huawei_p10_64gb_lte_blue;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30028375b.jpg
!!!!lite;;;;;;;;;;;;1;;;;;;;9159;;;;;;;;;;;;;;;
Смартфон Huawei P10 lite 32Gb Gold;;;RUB;18990;1;0;0;0;;;;1;lite;;;;;;smartfon_huawei_p10_lite_32gb_gold;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30028051b.jpg
Смартфон Huawei P10 lite 32Gb Blue;;;RUB;18990;1;0;0;0;;;;1;lite;;;;;;smartfon_huawei_p10_lite_32gb_blue;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30028052b.jpg
Смартфон Huawei P10 lite 32Gb Black;;;RUB;18990;1;0;0;0;;;;1;lite;;;;;;smartfon_huawei_p10_lite_32gb_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30028050b.jpg
Смартфон Huawei P10 lite 32Gb White;;;RUB;18990;1;0;0;0;;;;1;lite;;;;;;smartfon_huawei_p10_lite_32gb_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30028080b.jpg
!!!P9;;;;;;;;;;;;1;;;;;;;5646;;;;;;;;;;;;;;;
!!!!32Gb;;;;;;;;;;;;1;;;;;;;5647;;;;;;;;;;;;;;;
Смартфон Huawei P9 32Gb Grey;;;RUB;29990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_huawei_p9_32gb_grey;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30025486b.jpg
Смартфон Huawei P9 32Gb Gold;;;RUB;29990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_huawei_p9_32gb_gold;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30025850b.jpg
!!!!Lite;;;;;;;;;;;;1;;;;;;;8834;;;;;;;;;;;;;;;
Смартфон Huawei P9 Lite 16Gb Black;;;RUB;15990;1;0;0;0;;;;1;Lite;;;;;;smartfon_huawei_p9_lite_16gb_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30025559b.jpg
Смартфон Huawei P9 Lite White;;;RUB;15990;1;0;0;0;;;;1;Lite;;;;;;smartfon_huawei_p9_lite_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026508b.jpg
Смартфон Huawei P9 Lite Gold;;;RUB;15990;1;0;0;0;;;;1;Lite;;;;;;smartfon_huawei_p9_lite_gold;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026509b.jpg
!!!SHOTX;;;;;;;;;;;;1;;;;;;;9882;;;;;;;;;;;;;;;
Смартфон Huawei SHOTX ATH-UL01 White;;;RUB;14990;1;0;0;0;;;;1;SHOTX;;;;;;smartfon_huawei_shotx_ath-ul01_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30023972b.jpg
!!!Y5;;;;;;;;;;;;1;;;;;;;10863;;;;;;;;;;;;;;;
Смартфон Huawei Y5 II Black;;;RUB;6990;1;0;0;0;;;;1;Y5;;;;;;smartfon_huawei_y5_ii_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026483b.jpg
Смартфон Huawei Y5 II Gold;;;RUB;6990;1;0;0;0;;;;1;Y5;;;;;;smartfon_huawei_y5_ii_gold;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026779b.jpg
!!!Y6;;;;;;;;;;;;1;;;;;;;7041;;;;;;;;;;;;;;;
Смартфон Huawei Y6 II LTE Black;;;RUB;9990;1;0;0;0;;;;1;Y6;;;;;;smartfon_huawei_y6_ii_lte_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30027023b.jpg
Смартфон Huawei Y6 II LTE Gold;;;RUB;9990;1;0;0;0;;;;1;Y6;;;;;;smartfon_huawei_y6_ii_lte_gold;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30027024b.jpg
!!Lenovo;;;;;;;;;;;;1;;;;;;;5682;;;;;;;;;;;;;;;
!!!K5;;;;;;;;;;;;1;;;;;;;5683;;;;;;;;;;;;;;;
Смартфон Lenovo K5 A6020 16Gb Gold;;;RUB;8990;1;0;0;0;;;;1;K5;;;;;;smartfon_lenovo_k5_a6020_16gb_gold;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30025498b.jpg
Смартфон Lenovo K5 A6020 16Gb Dark Gray;;;RUB;8990;1;0;0;0;;;;1;K5;;;;;;smartfon_lenovo_k5_a6020_16gb_dark_gray;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30025499b.jpg
!!!Vibe;;;;;;;;;;;;1;;;;;;;7398;;;;;;;;;;;;;;;
!!!!B;;;;;;;;;;;;1;;;;;;;8853;;;;;;;;;;;;;;;
Смартфон Lenovo Vibe B A2016A40 Duos 4,5" LTE 8Gb Red;;;RUB;5490;1;0;0;0;;;;1;B;;;;;;smartfon_lenovo_vibe_b_a2016a40_duos_45_lte_8gb_red;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026987b.jpg
Смартфон Lenovo Vibe B A2016A40 Duos 4,5" LTE 8Gb Gold;;;RUB;5490;1;0;0;0;;;;1;B;;;;;;smartfon_lenovo_vibe_b_a2016a40_duos_45_lte_8gb_gold;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30027235b.jpg
Смартфон Lenovo Vibe B A2016A40 Duos 8Gb LTE Black;;;RUB;5490;1;0;0;0;;;;1;B;;;;;;smartfon_lenovo_vibe_b_a2016a40_duos_8gb_lte_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026235b.jpg
!!!!C;;;;;;;;;;;;1;;;;;;;7399;;;;;;;;;;;;;;;
Смартфон Lenovo Vibe C A2020 White;;;RUB;5990;1;0;0;0;;;;1;C;;;;;;smartfon_lenovo_vibe_c_a2020_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30025495b.jpg
Смартфон Lenovo Vibe C A2020 Black;;;RUB;5990;1;0;0;0;;;;1;C;;;;;;smartfon_lenovo_vibe_c_a2020_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30025494b.jpg
!!!!C2;;;;;;;;;;;;1;;;;;;;9036;;;;;;;;;;;;;;;
Смартфон Lenovo Vibe C2 K10A40 Duos 8Gb LTE Black;;;RUB;7990;1;0;0;0;;;;1;C2;;;;;;smartfon_lenovo_vibe_c2_k10a40_duos_8gb_lte_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026236b.jpg
!!Sony;;;;;;;;;;;;1;;;;;;;5802;;;;;;;;;;;;;;;
!!!Xperia E5;;;;;;;;;;;;1;;;;;;;5910;;;;;;;;;;;;;;;
Смартфон Sony Xperia E5 F3311 Graphite Black;;;RUB;10990;1;0;0;0;;;;1;Xperia E5;;;;;;smartfon_sony_xperia_e5_f3311_graphite_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026205b.jpg
Смартфон Sony Xperia E5 F3311 White;;;RUB;10990;1;0;0;0;;;;1;Xperia E5;;;;;;smartfon_sony_xperia_e5_f3311_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026206b.jpg
!!!Xperia X;;;;;;;;;;;;1;;;;;;;5881;;;;;;;;;;;;;;;
!!!!Compact;;;;;;;;;;;;1;;;;;;;6018;;;;;;;;;;;;;;;
Смартфон Sony Xperia X Compact F5321 Universe Black;;;RUB;27990;1;0;0;0;;;;1;Compact;;;;;;smartfon_sony_xperia_x_compact_f5321_universe_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026627b.jpg
Смартфон Sony Xperia X Compact F5321 Mist Blue;;;RUB;27990;1;0;0;0;;;;1;Compact;;;;;;smartfon_sony_xperia_x_compact_f5321_mist_blue;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026626b.jpg
Смартфон Sony Xperia X Compact F5321 White;;;RUB;27990;1;0;0;0;;;;1;Compact;;;;;;smartfon_sony_xperia_x_compact_f5321_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026628b.jpg
!!!!Dual;;;;;;;;;;;;1;;;;;;;9301;;;;;;;;;;;;;;;
Смартфон Sony Xperia X Dual F5122 White;;;RUB;28990;1;0;0;0;;;;1;Dual;;;;;;smartfon_sony_xperia_x_dual_f5122_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026400b.jpg
Смартфон Sony Xperia X Dual F5122 Lime Gold;;;RUB;28990;1;0;0;0;;;;1;Dual;;;;;;smartfon_sony_xperia_x_dual_f5122_lime_gold;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026401b.jpg
Смартфон Sony Xperia X Dual F5122 Rose Gold;;;RUB;28990;1;0;0;0;;;;1;Dual;;;;;;smartfon_sony_xperia_x_dual_f5122_rose_gold;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026402b.jpg
Смартфон Sony Xperia X Dual F5122 Graphite Black;;;RUB;28990;1;0;0;0;;;;1;Dual;;;;;;smartfon_sony_xperia_x_dual_f5122_graphite_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026239b.jpg
!!!!F5121;;;;;;;;;;;;1;;;;;;;8477;;;;;;;;;;;;;;;
Смартфон Sony Xperia X F5121 Graphite Black 4G LTE;;;RUB;27990;1;0;0;0;;;;1;F5121;;;;;;smartfon_sony_xperia_x_f5121_graphite_black_4g_lte;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30025403b.jpg
Смартфон Sony Xperia X F5121 Rose Gold 4G LTE;;;RUB;27990;1;0;0;0;;;;1;F5121;;;;;;smartfon_sony_xperia_x_f5121_rose_gold_4g_lte;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30025405b.jpg
Смартфон Sony Xperia X F5121 Lime Gold 4G LTE;;;RUB;27990;1;0;0;0;;;;1;F5121;;;;;;smartfon_sony_xperia_x_f5121_lime_gold_4g_lte;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30025404b.jpg
Смартфон Sony Xperia X F5121 White 4G LTE;;;RUB;27990;1;0;0;0;;;;1;F5121;;;;;;smartfon_sony_xperia_x_f5121_white_4g_lte;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30025406b.jpg
!!!!Performance;;;;;;;;;;;;1;;;;;;;5882;;;;;;;;;;;;;;;
!!!!!Duos;;;;;;;;;;;;1;;;;;;;7894;;;;;;;;;;;;;;;
Смартфон Sony Xperia X Performance Duos F8132 Lime Gold;;;RUB;29990;1;0;0;0;;;;1;Duos;;;;;;smartfon_sony_xperia_x_performance_duos_f8132_lime_gold;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30025765b.jpg
Смартфон Sony Xperia X Performance Duos F8132 Rose Gold;;;RUB;29990;1;0;0;0;;;;1;Duos;;;;;;smartfon_sony_xperia_x_performance_duos_f8132_rose_gold;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30025764b.jpg
Смартфон Sony Xperia X Performance Duos F8132 White;;;RUB;29990;1;0;0;0;;;;1;Duos;;;;;;smartfon_sony_xperia_x_performance_duos_f8132_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30025766b.jpg
!!!!!F8131;;;;;;;;;;;;1;;;;;;;5883;;;;;;;;;;;;;;;
Смартфон Sony Xperia X Performance F8131 Lime Gold;;;RUB;28990;1;0;0;0;;;;1;F8131;;;;;;smartfon_sony_xperia_x_performance_f8131_lime_gold;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026406b.jpg
Смартфон Sony Xperia X Performance F8131 Graphite Black;;;RUB;28990;1;0;0;0;;;;1;F8131;;;;;;smartfon_sony_xperia_x_performance_f8131_graphite_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026403b.jpg
Смартфон Sony Xperia X Performance F8131 Rose Gold;;;RUB;28990;1;0;0;0;;;;1;F8131;;;;;;smartfon_sony_xperia_x_performance_f8131_rose_gold;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026405b.jpg
Смартфон Sony Xperia X Performance F8131 White;;;RUB;28990;1;0;0;0;;;;1;F8131;;;;;;smartfon_sony_xperia_x_performance_f8131_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026404b.jpg
!!!Xperia XA;;;;;;;;;;;;1;;;;;;;5804;;;;;;;;;;;;;;;
!!!!Dual;;;;;;;;;;;;1;;;;;;;9231;;;;;;;;;;;;;;;
Смартфон Sony Xperia XA Dual SIM F3112 Black;;;RUB;16990;1;0;0;0;;;;1;Dual;;;;;;smartfon_sony_xperia_xa_dual_sim_f3112_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026699b.jpg
!!!!F3111;;;;;;;;;;;;1;;;;;;;8480;;;;;;;;;;;;;;;
Смартфон Sony Xperia XA F3111 Graphite Black 4G LTE;;;RUB;15990;1;0;0;0;;;;1;F3111;;;;;;smartfon_sony_xperia_xa_f3111_graphite_black_4g_lte;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30025434b.jpg
Смартфон Sony Xperia XA F3111 Lime Gold 4G LTE;;;RUB;16990;1;0;0;0;;;;1;F3111;;;;;;smartfon_sony_xperia_xa_f3111_lime_gold_4g_lte;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30025436b.jpg
!!!!Ultra;;;;;;;;;;;;1;;;;;;;5805;;;;;;;;;;;;;;;
Смартфон Sony Xperia XA Ultra F3211 White;;;RUB;23990;1;0;0;0;;;;1;Ultra;;;;;;smartfon_sony_xperia_xa_ultra_f3211_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30025790b.jpg
Смартфон Sony Xperia XA Ultra F3211 Graphite Black;;;RUB;23990;1;0;0;0;;;;1;Ultra;;;;;;smartfon_sony_xperia_xa_ultra_f3211_graphite_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30025791b.jpg
Смартфон Sony Xperia XA Ultra F3211 Lime Gold;;;RUB;23990;1;0;0;0;;;;1;Ultra;;;;;;smartfon_sony_xperia_xa_ultra_f3211_lime_gold;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30025719b.jpg
!!!Xperia XA1;;;;;;;;;;;;1;;;;;;;8026;;;;;;;;;;;;;;;
Смартфон Sony Xperia XA1 G3112 White;;;RUB;21990;1;0;0;0;;;;1;Xperia XA1;;;;;;smartfon_sony_xperia_xa1_g3112_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30028115b.jpg
Смартфон Sony Xperia XA1 G3112 Pink;;;RUB;21990;1;0;0;0;;;;1;Xperia XA1;;;;;;smartfon_sony_xperia_xa1_g3112_pink;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30028114b.jpg
Смартфон Sony Xperia XA1 G3112 Gold;;;RUB;21990;1;0;0;0;;;;1;Xperia XA1;;;;;;smartfon_sony_xperia_xa1_g3112_gold;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30028113b.jpg
Смартфон Sony Xperia XA1 G3112 Black;;;RUB;21990;1;0;0;0;;;;1;Xperia XA1;;;;;;smartfon_sony_xperia_xa1_g3112_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30028112b.jpg
!!!Xperia XZ;;;;;;;;;;;;1;;;;;;;6995;;;;;;;;;;;;;;;
!!!!Duos;;;;;;;;;;;;1;;;;;;;7503;;;;;;;;;;;;;;;
Смартфон Sony Xperia XZ Duos F8332 Mineral Black;;;RUB;44990;1;0;0;0;;;;1;Duos;;;;;;smartfon_sony_xperia_xz_duos_f8332_mineral_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026630b.jpg
Смартфон Sony Xperia XZ Duos F8332 Forest Blue;;;RUB;44990;1;0;0;0;;;;1;Duos;;;;;;smartfon_sony_xperia_xz_duos_f8332_forest_blue;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026629b.jpg
Смартфон Sony Xperia XZ Duos F8332 Platinum;;;RUB;44990;1;0;0;0;;;;1;Duos;;;;;;smartfon_sony_xperia_xz_duos_f8332_platinum;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026631b.jpg
!!!!SS;;;;;;;;;;;;1;;;;;;;6996;;;;;;;;;;;;;;;
Смартфон Sony Xperia XZ SS F8331 Forest Blue;;;RUB;43990;1;0;0;0;;;;1;SS;;;;;;smartfon_sony_xperia_xz_ss_f8331_forest_blue;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026632b.jpg
Смартфон Sony Xperia XZ SS F8331 Mineral Black;;;RUB;43990;1;0;0;0;;;;1;SS;;;;;;smartfon_sony_xperia_xz_ss_f8331_mineral_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026633b.jpg
Смартфон Sony Xperia XZ SS F8331 Platinum;;;RUB;43990;1;0;0;0;;;;1;SS;;;;;;smartfon_sony_xperia_xz_ss_f8331_platinum;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026634b.jpg
!!Apple;;;;;;;;;;;;1;;;;;;;5868;;;;;;;;;;;;;;;
!!!iPhone 4;;;;;;;;;;;;1;;;;;;;11266;;;;;;;;;;;;;;;
!!!!8Gb;;;;;;;;;;;;1;;;;;;;11267;;;;;;;;;;;;;;;
Смартфон Apple iPhone 4 8Gb ЕСТ Black;;;RUB;6990;1;0;0;0;;;;1;8Gb;;;;;;smartfon_apple_iphone_4_8gb_est_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/4/Black/img.jpg
Смартфон Apple iPhone 4 8Gb ЕСТ White;;;RUB;6990;1;0;0;0;;;;1;8Gb;;;;;;smartfon_apple_iphone_4_8gb_est_white;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/4/White/img.jpg
!!!!16Gb;;;;;;;;;;;;1;;;;;;;11268;;;;;;;;;;;;;;;
Смартфон Apple iPhone 4 16Gb ЕСТ Black;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_4_16gb_est_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/4/Black/img.jpg
Смартфон Apple iPhone 4 16Gb ЕСТ White;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_4_16gb_est_white;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/4/White/img.jpg
!!!!32Gb;;;;;;;;;;;;1;;;;;;;11269;;;;;;;;;;;;;;;
Смартфон Apple iPhone 4 32Gb ЕСТ Black;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_4_32gb_est_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/4/Black/img.jpg
Смартфон Apple iPhone 4 32Gb ЕСТ White;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_4_32gb_est_white;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/4/White/img.jpg
!!!iPhone 4S;;;;;;;;;;;;1;;;;;;;11270;;;;;;;;;;;;;;;
!!!!8Gb;;;;;;;;;;;;1;;;;;;;11271;;;;;;;;;;;;;;;
Смартфон Apple iPhone 4S 8Gb ЕСТ Black;;;RUB;6990;1;0;0;0;;;;1;8Gb;;;;;;smartfon_apple_iphone_4s_8gb_est_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/4S/Black/img.jpg
Смартфон Apple iPhone 4S 8Gb ЕСТ White;;;RUB;6990;1;0;0;0;;;;1;8Gb;;;;;;smartfon_apple_iphone_4s_8gb_est_white;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/4S/White/img.jpg
!!!!16Gb;;;;;;;;;;;;1;;;;;;;11272;;;;;;;;;;;;;;;
Смартфон Apple iPhone 4S 16Gb ЕСТ Black;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_4s_16gb_est_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/4S/Black/img.jpg
Смартфон Apple iPhone 4S 16Gb ЕСТ White;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_4s_16gb_est_white;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/4S/White/img.jpg
!!!!32Gb;;;;;;;;;;;;1;;;;;;;11273;;;;;;;;;;;;;;;
Смартфон Apple iPhone 4S 32Gb ЕСТ Black;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_4s_32gb_est_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/4S/Black/img.jpg
Смартфон Apple iPhone 4S 32Gb ЕСТ White;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_4s_32gb_est_white;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/4S/White/img.jpg
!!!!64Gb;;;;;;;;;;;;1;;;;;;;11274;;;;;;;;;;;;;;;
Смартфон Apple iPhone 4S 64Gb ЕСТ Black;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_4s_64gb_est_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/4S/Black/img.jpg
Смартфон Apple iPhone 4S 64Gb ЕСТ White;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_4s_64gb_est_white;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/4S/White/img.jpg
!!!iPhone 5;;;;;;;;;;;;1;;;;;;;11275;;;;;;;;;;;;;;;
!!!!16Gb;;;;;;;;;;;;1;;;;;;;11276;;;;;;;;;;;;;;;
Смартфон Apple iPhone 5 16Gb ЕСТ Black;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_5_16gb_est_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/5/Black/img.jpg
Смартфон Apple iPhone 5 16Gb ЕСТ White;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_5_16gb_est_white;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/5/White/img.jpg
!!!!32Gb;;;;;;;;;;;;1;;;;;;;11277;;;;;;;;;;;;;;;
Смартфон Apple iPhone 5 32Gb ЕСТ Black;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_5_32gb_est_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/5/Black/img.jpg
Смартфон Apple iPhone 5 32Gb ЕСТ White;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_5_32gb_est_white;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/5/White/img.jpg
!!!!64Gb;;;;;;;;;;;;1;;;;;;;11278;;;;;;;;;;;;;;;
Смартфон Apple iPhone 5 64Gb ЕСТ Black;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_5_64gb_est_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/5/Black/img.jpg
